name,profile_url,rating,reviews_count,location,country,website_url,min_project,hourly_rate,employees,team_size,tagline,services,source,email,contact_form_url,category,sub_category
farsiight,https://clutch.co/profile/farsiight,5.0,78.0,"South Brisbane, Australia",Australia,https://farsiight.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,10 - 49,,,"25% Pay Per Click, 20% Digital Strategy, 20% Social Media Marketing+3 services, 15% Demand Generation Marketing, 10% Advertising, 10% Graphic Design",Clutch.co,growth@farsiight.com,,"Design,Marketing","Design Agencies,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing"
Designli,https://clutch.co/profile/designli,5.0,75.0,"Greenville, SC",United States,https://designli.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,,$50 - $99 / hr,250 - 999,,,"20/20 Reviews, 10/10 Clients & Experience, 9.9/10 Market Presence, 60% Mobile App Development, 40% Other",Clutch.co,hello@designli.co,,"Design,Development","Design Agencies,UI/UX Design,App Development,Custom Software Development"
Solar Digital,https://clutch.co/profile/solar-digital,5.0,75.0,"London, England",England,https://solar-digital.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,10 - 49,,,"10% Mobile App Development, 20% Web Development, 10% AI Agents+6 services, 10% AI Consulting, 10% Custom Software Development, 10% E-Commerce Development, 10% Low/No Code Development, 10% UX/UI Design, 10% Web Design",Clutch.co,sales@solar-digital.com,,"Design,Development","Design Agencies,UI/UX Design,Web Design,App Development,Custom Software Development,E-Commerce Development,Flutter,PHP,Python & Django,Web Development,WordPress"
Bird Marketing,https://clutch.co/profile/bird-marketing,5.0,73.0,"London, England",England,https://bird.marketing/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-digital,,$100 - $149 / hr,10 - 49,,,"20/20 Reviews, 10/10 Clients & Experience, 9.6/10 Market Presence, 30% Digital Design, 70% Digital Marketing",Clutch.co,hello@bird.marketing,,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital"
Arounda,https://clutch.co/profile/arounda,5.0,72.0,"Tallinn, Estonia",Estonia,https://arounda.agency/contact/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-design,,$25 - $49 / hr,10 - 49,,,"20/20 Reviews, 9.7/10 Clients & Experience, 9.5/10 Market Presence, 60% Digital Design, 40% Other",Clutch.co,info@arounda.agency,,"Design,Development","Design Agencies,UI/UX Design,Web Design,Web Development,WordPress"
Visions Design,https://clutch.co/profile/visions-design-0,5.0,67.0,"Lymm , England",England,https://visionsdesign.co.uk/clutch?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,,$50 - $99 / hr,10 - 49,,,"30% Web Design, 30% Branding, 30% Web Development+1 service, 10% Search Engine Optimization",Clutch.co,info@visionsdesign.co.uk,,"Design,Development,Marketing","Design Agencies,Web Design,Java,PHP,Web Development,WordPress,Digital Marketing,Full-Service Digital"
ExpandX,https://clutch.co/profile/expandx,5.0,66.0,"Sofia, Bulgaria",Bulgaria,http://expandx.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,10 - 49,,,"10% Web Design, 30% Web Development, 20% E-Commerce Development+2 services, 20% Pay Per Click, 20% Social Media Marketing",Clutch.co,office@expandx.com,,"Design,Development,Marketing","Design Agencies,Web Design,E-Commerce Development,Java,PHP,Web Development,WordPress,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing"
Embacy,https://clutch.co/profile/embacy,5.0,64.0,"Barcelona, Spain",Spain,http://embacy.io/?utm_source=clutch.co&utm_medium=referral,,$50 - $99 / hr,10 - 49,,,"10% UX/UI Design, 55% Web Design, 15% Branding+2 services, 10% Low/No Code Development, 10% Web Development",Clutch.co,hello@embacy.io,,"Design,Development","Design Agencies,UI/UX Design,Web Design,PHP,Python & Django,Web Development,WordPress"
Keshav infotech,https://clutch.co/profile/keshav-infotech,5.0,64.0,,,http://www.keshavinfotech.com,,,50 - 249,,,"10% Web Design, 25% Mobile App Development, 15% IoT Development+5 services, 10% API Development, 10% Application Management & Support, 10% E-Commerce Development, 10% UX/UI Design, 10% Web Development",Clutch.co,keshavdevelopers@gmail.com,,"Design,Development","UI/UX Design,Web Design,E-Commerce Development,Flutter,PHP,Web Development,WordPress"
Tafsol Technologies,https://clutch.co/profile/tafsol-technologies,5.0,63.0,,,https://tafsol.com/,,$50 - $99 / hr,50 - 249,,,"30% Mobile App Development, 25% E-Commerce Development, 25% Web Development+3 services, 10% Web Design, 5% Graphic Design, 5% Logo",Clutch.co,info@tafsol.com,,"Design,Development","Design Agencies,Web Design,App Development,E-Commerce Development,Java,PHP,Web Development,WordPress"
Shakuro,https://clutch.co/profile/shakuro,5.0,62.0,"Dubai, United Arab Emirates",United Arab Emirates,https://shakuro.com/?utm_source=clutch.co&utm_medium=profile-link&utm_campaign=listing,,$25 - $49 / hr,50 - 249,,,"10% Mobile App Development, 40% Web Development, 20% Custom Software Development+3 services, 10% Low/No Code Development, 10% UX/UI Design, 10% Web Design",Clutch.co,hello@shakuro.com,,"Design,Development","Design Agencies,UI/UX Design,Web Design,.NET,App Development,Custom Software Development,Python & Django,Web Development"
Brand Vision,https://clutch.co/profile/brand-vision-1,5.0,60.0,"Toronto, Canada",Canada,https://www.brandvm.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,,$100 - $149 / hr,10 - 49,,,"19.4/20 Reviews, 10/10 Clients & Experience, 9.8/10 Market Presence, 45% Web Design, 55% Other",Clutch.co,Info@brandvm.com,,"Design,Marketing","Design Agencies,UI/UX Design,Web Design,Digital Marketing,Full-Service Digital"
EB Pearls,https://clutch.co/profile/eb-pearls,5.0,59.0,"Surry Hills, Australia",Australia,https://ebpearls.com.au/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-flutter,,$25 - $49 / hr,250 - 999,,,"20/20 Reviews, 10/10 Clients & Experience, 10/10 Market Presence, 15% Custom Software Development20% Flutter, 20% Flutter, 50% Mobile App Development, 35% Other",Clutch.co,support@ebpearls.com,,"Design,Development","Design Agencies,Web Design,App Development,Custom Software Development,Flutter"
xfive,https://clutch.co/profile/xfive,5.0,59.0,"Kraków, Poland",Poland,https://www.xfive.co/?utm_campaign=305765621-CLUTCH_Q1-Q2-26&utm_source=clutch.co&utm_medium=paid&utm_content=developers-wordpress,,$50 - $99 / hr,50 - 249,,,"20/20 Reviews, 10/10 Clients & Experience, 9.9/10 Market Presence, 70% Web Development100% WordPress CMS, 100% WordPress CMS, 30% Other",Clutch.co,contact@xfive.co,,"Design,Development","Design Agencies,Web Design,Web Development,WordPress"
You are launched,https://clutch.co/profile/you-are-launched,5.0,57.0,"Limassol, Cyprus",Cyprus,https://www.urlaunched.com/expertise/mvp?utm_source=clutch.co&utm_medium=referral&utm_campaign=mobile-application-developers,,$25 - $49 / hr,50 - 249,,,"19.4/20 Reviews, 10/10 Clients & Experience, 10/10 Market Presence, 50% Mobile App Development, 50% Other",Clutch.co,49000i@urlaunched.comBook,,"Design,Development","Design Agencies,UI/UX Design,App Development,Custom Software Development"
SPLIT Development - Shopify Plus Agency,https://clutch.co/profile/split-development-shopify-plus-agency,5.0,56.0,"Kropyvnytskyi, Ukraine",Ukraine,https://splitdev.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=Clutchorganic,,$50 - $99 / hr,10 - 49,,,"50% E-Commerce Development, 25% Web Design, 25% Web Development",Clutch.co,info@splitdev.com,,"Design,Development","Design Agencies,Web Design,E-Commerce Development,PHP,Web Development,WordPress"
INSIDEA,https://clutch.co/profile/insidea,5.0,54.0,"Dover, DE",United States,https://insidea.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,50 - 249,,,"15% Email Marketing, 15% Pay Per Click, 10% Advertising+6 services, 10% CRM Consulting and SI, 10% Ecommerce Marketing, 10% Social Media Marketing, 10% UX/UI Design, 10% Web Design, 10% Web Development",Clutch.co,sales@insidea.com,,"Design,Development,IT Services,Marketing","Design Agencies,UI/UX Design,Web Design,Web Development,WordPress,All IT Services,Digital Marketing,Email Marketing,Full-Service Digital,PPC,Social Media Marketing"
KrishaWeb,https://clutch.co/profile/krishaweb,5.0,53.0,"Loveland, CO",United States,https://clutch.co/profile/krishaweb#review-201402,,$25 - $49 / hr,50 - 249,,,"40% Web Design, 40% Web Development, 20% Low/No Code Development",Clutch.co,info@krishaweb.com,,"Design,Development","Web Design,PHP,WordPress"
ServReality,https://clutch.co/profile/servreality,5.0,53.0,"Kyiv, Ukraine",Ukraine,https://servreality.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-virtual-reality,,$25 - $49 / hr,50 - 249,,,"10% Web Design, 50% AI Development, 30% AR/VR Development+1 service, 10% Mobile App Development",Clutch.co,info@servreality.com,,"Design,Development","Web Design,AR/VR,Flutter"
Ladybugz Interactive Agency,https://clutch.co/profile/ladybugz-interactive-agency,5.0,53.0,"Hudson, MA",United States,http://www.ladybugz.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,10 - 49,,,"18.4/20 Reviews, 10/10 Clients & Experience, 9/10 Market Presence, 60% Web Design, 40% Other",Clutch.co,lysa@ladybugz.com,,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital"
SEO Tech Experts Pvt Ltd,https://clutch.co/profile/seo-tech-experts,5.0,53.0,"Gurugram, India",India,https://www.seotechexperts.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,50 - 249,,,"35% Search Engine Optimization, 20% Pay Per Click, 10% Branding+5 services, 10% Social Media Marketing, 10% Web Design, 5% Advertising, 5% Ecommerce Marketing, 5% Web Development",Clutch.co,info@seotechexperts.com,,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing"
Rubyroid Labs,https://clutch.co/profile/rubyroid-labs,5.0,52.0,"Warszawa, Poland",Poland,https://rubyroidlabs.com/services/ror_development?utm_source=clutch.co&utm_medium=referral,,$50 - $99 / hr,50 - 249,,,"15% Mobile App Development, 20% Custom Software Development, 20% IT Staff Augmentation+3 services, 15% UX/UI Design, 15% Web Design, 15% Web Development",Clutch.co,hi@rubyroidlabs.com,,"Design,Development,IT Services","Design Agencies,UI/UX Design,Web Design,App Development,Custom Software Development,Web Development,IT Staff Augmentation"
Flamingo Agency,https://clutch.co/profile/flamingo-agency,5.0,52.0,"Chicago, IL",United States,https://flamingoagency.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,,$100 - $149 / hr,2 - 9,,,"18.4/20 Reviews, 10/10 Clients & Experience, 9.5/10 Market Presence, 80% Web Design, 20% Other",Clutch.co,info@flamingoagency.com,,"Design,Development,Marketing","Design Agencies,Web Design,Web Development,WordPress,Digital Marketing,Full-Service Digital"
Marketing Deck,https://clutch.co/profile/marketing-deck,5.0,52.0,"București, Romania",Romania,https://marketingdeck.com,,$50 - $99 / hr,10 - 49,,,"16.8/20 Reviews, 10/10 Clients & Experience, 6.8/10 Market Presence, 65% Social Media Marketing, 35% Other",Clutch.co,contact@marketingdeck.com,,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing"
Foreignerds INC.,https://clutch.co/profile/foreignerds,5.0,51.0,"Sheridan, WY",United States,https://foreignerds.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,250 - 999,,,"25% Mobile App Development, 20% Custom Software Development, 20% Search Engine Optimization+3 services, 15% E-Commerce Development, 10% UX/UI Design, 10% Web Development",Clutch.co,contact@foreignerds.com,,"Design,Development,Marketing","Design Agencies,UI/UX Design,App Development,Custom Software Development,E-Commerce Development,Web Development,Digital Marketing,Full-Service Digital"
Mojo Media,https://clutch.co/profile/mojo-media-0,5.0,50.0,"Toronto, Canada",Canada,https://mojo-agency.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,10 - 49,,,"18.4/20 Reviews, 9.8/10 Clients & Experience, 8.5/10 Market Presence, 10% Logo, 90% Other",Clutch.co,hey@mojo-agency.com,,"Design,Development","Design Agencies,Logo Design,Web Design,Web Development,WordPress"
NERDZ LAB,https://clutch.co/profile/nerdz-lab,5.0,49.0,"L'viv, Ukraine",Ukraine,https://nerdzlab.com/product-design/?utm_source=clutch.co/&utm_medium=referral&utm_campaign=agencies-design,,$25 - $49 / hr,50 - 249,,,"25% Mobile App Development, 25% Web Development, 20% Custom Software Development+2 services, 15% AI Development, 15% UX/UI Design",Clutch.co,supernerd@nerdzlab.com,,"Design,Development","Design Agencies,UI/UX Design,App Development,Custom Software Development,PHP,Web Development"
SeekThem Design Agency,https://clutch.co/profile/seekthem-design-agency,5.0,49.0,"London, England",England,https://seekthem.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-logo-designers,,$50 - $99 / hr,10 - 49,,,"17.8/20 Reviews, 8/10 Clients & Experience, 9.3/10 Market Presence, 30% Logo, 70% Other",Clutch.co,hello@seekthem.com,,"Design,Development","Design Agencies,Logo Design,Web Design,E-Commerce Development"
Passionate Agency – Passionates,https://clutch.co/profile/passionate-agency-passionates,5.0,49.0,"London, England",England,https://passionates.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,10 - 49,,,"10% AI Agents, 10% Branding, 10% Conversion Optimization+9 services, 10% Graphic Design, 10% Search Engine Optimization, 10% UX/UI Design, 10% Video Production, 10% Web Design, 5% AI Consulting, 5% AI Development, 5% E-Commerce Development, 5% Generative AI",Clutch.co,hello@passionates.com,,"Design,Marketing","Design Agencies,UI/UX Design,Web Design,Digital Marketing,Full-Service Digital"
SpaceDev,https://clutch.co/profile/spacedev,5.0,48.0,"Miami, FL",United States,https://spacedev.io?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-blockchain,,$50 - $99 / hr,50 - 249,,,"20/20 Reviews, 10/10 Clients & Experience, 9.2/10 Market Presence, 50% Blockchain, 50% Other",Clutch.co,info@spacedev.io,,"Design,Development,IT Services","Design Agencies,UI/UX Design,App Development,Blockchain,Custom Software Development,Web Development,IT Staff Augmentation"
SolveIt,https://clutch.co/profile/solveit,5.0,48.0,"Warszawa, Poland",Poland,https://solveit.dev/services/mobile-app-development/flutter/?utm_source=clutch&utm_medium=referral&utm_campaign=developers-flutter-clutch,,$25 - $49 / hr,50 - 249,,,"20/20 Reviews, 10/10 Clients & Experience, 9.7/10 Market Presence, 15% Web Development, 60% Mobile App Development, 25% Other",Clutch.co,info@solveit.dev,,"Design,Development","Design Agencies,UI/UX Design,App Development,Flutter,Java,Web Development"
Lumitech,https://clutch.co/profile/lumitech,5.0,47.0,"Dubai, United Arab Emirates",United Arab Emirates,https://lumitech.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,,$25 - $49 / hr,50 - 249,,,"15% Mobile App Development, 30% Custom Software Development, 25% Web Development+3 services, 10% AI Development, 10% IT Strategy Consulting, 10% UX/UI Design",Clutch.co,info@lumitech.co,,"Design,Development,IT Services","Design Agencies,UI/UX Design,App Development,Custom Software Development,Python & Django,Web Development,WordPress,All IT Services"
TechLoom Global,https://clutch.co/profile/techloom-global,5.0,46.0,,,https://techloomglobal.com/,,< $25 / hr,50 - 249,,,"25% IT Staff Augmentation, 20% Custom Software Development, 15% Application Management & Support+3 services, 15% Product Design, 15% Sales Outsourcing, 10% Recruitment Process Outsourcing",Clutch.co,contact@techloomglobal.com,,"Design,Development,IT Services","Design Agencies,Custom Software Development,Java,IT Staff Augmentation"
icepop,https://clutch.co/profile/icepop,5.0,46.0,"Beverly Hills, CA",United States,https://www.icepop.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,10 - 49,,,"15% Web Design, 20% Search Engine Optimization, 20% Social Media Marketing+4 services, 15% Pay Per Click, 10% Conversion Optimization, 10% Digital Strategy, 10% Email Marketing",Clutch.co,jordan@icepop.co,,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Email Marketing,Full-Service Digital,PPC,Social Media Marketing"
Synodus,https://clutch.co/profile/synodus,5.0,44.0,"Hanoi, Vietnam",Vietnam,https://synodus.com/?utm_source=clutch&utm_medium=referral,,< $25 / hr,250 - 999,,,"30% Mobile App Development, 30% Custom Software Development, 20% Blockchain+2 services, 10% AI Development, 10% Web Design",Clutch.co,contact@synodus.com,,"Design,Development","Design Agencies,Web Design,.NET,App Development,Blockchain,Custom Software Development,Java"
Ackee,https://clutch.co/profile/ackee,5.0,44.0,"Karlín, Czech Republic",Czech Republic,https://www.ackee.agency?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,,$50 - $99 / hr,50 - 249,,,"60% Mobile App Development, 30% Web Development, 10% UX/UI Design",Clutch.co,info@ackee.cz,,"Design,Development","Design Agencies,UI/UX Design,App Development,Flutter,Web Development"
Envy Design Co.,https://clutch.co/profile/envy-design-co,5.0,44.0,"Toronto, Canada",Canada,https://envydesign.co/website-design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,,$100 - $149 / hr,10 - 49,,,"20/20 Reviews, 10/10 Clients & Experience, 6.6/10 Market Presence, 60% Web Design, 40% Other",Clutch.co,sales@envydesign.co,,"Design,Development","Design Agencies,Web Design,Web Development,WordPress"
Series Eight,https://clutch.co/profile/series-eight,5.0,44.0,"London, England",England,https://serieseight.com/contact?utm_source=clutch.co&utm_medium=referral,,$100 - $149 / hr,10 - 49,,,"25% UX/UI Design, 25% Branding, 25% E-Commerce Development+1 service, 25% Web Design",Clutch.co,info@serieseight.com,,"Design,Development","Design Agencies,UI/UX Design,Web Design,E-Commerce Development"
The Weather,https://clutch.co/profile/weather,5.0,43.0,"Berlin, Germany",Germany,https://theweather.agency?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,,$50 - $99 / hr,10 - 49,,,"10% UX/UI Design, 35% Web Design, 15% Web Development+4 services, 10% Branding, 10% Custom Software Development, 10% E-Commerce Development, 10% Low/No Code Development",Clutch.co,hello@theweather.agency,,"Design,Development","Design Agencies,UI/UX Design,Web Design,Custom Software Development,E-Commerce Development,Java,PHP,Web Development,WordPress"
Digital4design,https://clutch.co/profile/digital4design,5.0,43.0,"Sahibzada Ajit Singh Nagar, India",India,https://www.digital4design.com,,< $25 / hr,10 - 49,,,"19/20 Reviews, 10/10 Clients & Experience, 7.8/10 Market Presence, 80% Web Development100% WordPress CMS, 100% WordPress CMS, 20% Other",Clutch.co,info@digital4design.com,,"Design,Development","Design Agencies,Web Design,E-Commerce Development,PHP,Web Development,WordPress"
Roud Studio,https://clutch.co/profile/roud-studio,5.0,43.0,"Warszawa, Poland",Poland,https://roudstudio.com,,$50 - $99 / hr,2 - 9,,,"40% Web Design, 25% Web Development, 10% Branding+3 services, 10% E-Commerce Development, 10% Marketing Strategy, 5% UX/UI Design",Clutch.co,hi@roudstudio.com,,"Design,Development","Design Agencies,Web Design,E-Commerce Development,PHP,Web Development,WordPress"
W3era Web Technology Pvt Ltd,https://clutch.co/profile/w3era-web-technology,5.0,43.0,"Jaipur, India",India,https://www.w3era.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,< $25 / hr,250 - 999,,,"60% Search Engine Optimization, 30% Pay Per Click, 10% Web Design",Clutch.co,sales@w3era.com,,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital,PPC"
DigiTrends,https://clutch.co/profile/digitrends,5.0,42.0,"Wilmington, DE",United States,https://digitrends.co/contact-us/?utm_source=clutch.co/&utm_medium=referral&utm_campaign=directory-mobile-application-developers,,$25 - $49 / hr,50 - 249,,,"60% Mobile App Development, 10% AR/VR Development, 10% Custom Software Development+2 services, 10% Low/No Code Development, 10% Web Design",Clutch.co,info@digitrends.co,,"Design,Development","Design Agencies,Web Design,.NET,AR/VR,App Development,Custom Software Development,Flutter"
Equal,https://clutch.co/profile/equal,5.0,42.0,"São Domingos de Rana, Portugal",Portugal,https://equal.design/,,$50 - $99 / hr,10 - 49,,,"17.8/20 Reviews, 9.7/10 Clients & Experience, 8.4/10 Market Presence, 44% Digital Design, 30% Product Design, 26% Other",Clutch.co,contact@equal.design,,"Design,Development","Design Agencies,UI/UX Design,Web Design,.NET,Custom Software Development,PHP,Web Development,WordPress"
Pen & Mug,https://clutch.co/profile/pen-mug,5.0,41.0,"Nashville, TN",United States,https://penandmug.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,2 - 9,,,"10% Logo, 20% Branding, 20% Graphic Design+3 services, 20% Web Design, 15% UX/UI Design, 15% Web Development",Clutch.co,hello@penandmug.com,,"Design,Development","Design Agencies,Logo Design,UI/UX Design,Web Design,Web Development,WordPress"
Servicii SEO Bucuresti,https://clutch.co/profile/servicii-seo-bucuresti,5.0,41.0,"București, Romania",Romania,https://serviciiseobucuresti.ro/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,10 - 49,,,"90% Search Engine Optimization, 10% Web Design",Clutch.co,contact@serviciiseobucuresti.ro,,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital"
Web-Net,https://clutch.co/profile/web-net,5.0,41.0,"Athina, Greece",Greece,https://web-net.gr/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,2 - 9,,,"10% Web Design, 30% Social Media Marketing, 20% Search Engine Optimization+4 services, 10% Advertising, 10% Digital Strategy, 10% Email Marketing, 10% Pay Per Click",Clutch.co,info@web-net.gr,,"Design,Marketing","Web Design,Digital Marketing,Email Marketing,Full-Service Digital,PPC,Social Media Marketing"
MindSea,https://clutch.co/profile/mindsea,5.0,40.0,"Halifax, Canada",Canada,https://mindsea.com/clutch-canada/?utm_source=clutch.co&utm_medium=referral&utm_campaign=app-developers-global,,$150 - $199 / hr,10 - 49,,,"40% Mobile App Development, 40% Custom Software Development, 10% IoT Development+1 service, 10% UX/UI Design",Clutch.co,jobs@mindsea.com,,"Design,Development","Design Agencies,UI/UX Design,App Development,Custom Software Development"
PowerGate Software,https://clutch.co/profile/powergate-software,5.0,40.0,"Hanoi, Vietnam",Vietnam,https://powergatesoftware.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,< $25 / hr,250 - 999,,,"15% UX/UI Design, 35% Mobile App Development, 30% Web Development+2 services, 15% Custom Software Development, 5% AI Development",Clutch.co,contact@powergatesoftware.com,,"Design,Development","UI/UX Design,App Development,PHP,Python & Django,Web Development,WordPress"
