name,profile_url,rating,reviews_count,location,country,website_url,min_project,hourly_rate,employees,team_size,tagline,services,source,email,contact_form_url,category,sub_category
Urban Insight,https://clutch.co/profile/urban-insight,5.0,37.0,"Los Angeles, CA",United States,https://urbaninsight.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-developers-php,,$150 - $199 / hr,10 - 49,,,"18.4/20 Reviews, 10/10 Clients & Experience, 9.5/10 Market Presence, 50% Web Development70% PHP, 70% PHP, 50% Other",Clutch.co,Unreachable,https://urbaninsight.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,"Design,Development","Design Agencies,UI/UX Design,Web Design,PHP,Web Development,WordPress"
Brights,https://clutch.co/profile/brights,5.0,36.0,"Warszawa, Poland",Poland,https://brights.io?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-design,,$25 - $49 / hr,50 - 249,,,"15% Generative AI, 15% Mobile App Development, 10% AI Consulting+6 services, 10% AI Development, 10% Custom Software Development, 10% Enterprise App Modernization, 10% Product Design, 10% UX/UI Design, 10% Web Development",Clutch.co,Unreachable,https://brights.io/custom-development-services/?utm_source=clutch&utm_medium=referral&utm_campaign=profile,"Design,Development","Design Agencies,UI/UX Design,.NET,Custom Software Development,Java,PHP,Web Development"
Hooked On Code,https://clutch.co/profile/hooked-code,5.0,34.0,"Dallas, TX",United States,https://hookedoncode.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,2 - 9,,,"50% Web Design, 20% E-Commerce Development, 20% Web Development+1 service, 10% Low/No Code Development",Clutch.co,Unreachable,https://hookedoncode.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development","Design Agencies,Web Design,E-Commerce Development,PHP,Web Development,WordPress"
Day Shift Digital,https://clutch.co/profile/day-shift-digital,5.0,29.0,"Toronto, Canada",Canada,https://dayshiftdigital.com/?utm_source=clutch.co&utm_medium=referral,,$150 - $199 / hr,2 - 9,,,"40% Web Development, 35% E-Commerce Development, 15% Web Design+1 service, 10% Search Engine Optimization",Clutch.co,Unreachable,https://dayshiftdigital.com/contact/,"Design,Development,Marketing","Design Agencies,Web Design,E-Commerce Development,Web Development,WordPress,Digital Marketing,Full-Service Digital"
EltexSoft,https://clutch.co/profile/eltexsoft,5.0,29.0,"Burbank, CA",United States,https://eltexsoft.com,,$50 - $99 / hr,10 - 49,,,"25% Web Development, 25% IT Staff Augmentation, 10% AI Development+4 services, 10% Custom Software Development, 10% Generative AI, 10% Low/No Code Development, 10% Mobile App Development",Clutch.co,Unreachable,https://eltexsoft.com,"Development,IT Services","Custom Software Development,PHP,Python & Django,Web Development,WordPress,IT Staff Augmentation"
LUMINA,https://clutch.co/profile/lumina-0,5.0,28.0,,,https://www.luminacommerce.com/pages/ecommerce-development-clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,10 - 49,,,"10% Web Design, 25% Custom Software Development, 25% E-Commerce Development+3 services, 15% Ecommerce Marketing, 15% Pay Per Click, 10% Search Engine Optimization",Clutch.co,Unreachable,https://www.luminacommerce.com/pages/ecommerce-development-clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development,Marketing","Design Agencies,Web Design,Custom Software Development,E-Commerce Development,Digital Marketing,Full-Service Digital,PPC"
Ohana Advertising and Business Consultancy,https://clutch.co/profile/ohana-advertising-business-consultancy,5.0,27.0,"Hudson Falls, NY",United States,https://ohanameansbusiness.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-social-media-marketing,,,2 - 9,,,"40% Social Media Marketing, 60% Pay Per Click",Clutch.co,Unreachable,https://ohanameansbusiness.com/contact-us/,Marketing,"Digital Marketing,PPC,Social Media Marketing"
The Smyth Group,https://clutch.co/profile/smyth-group,5.0,26.0,"Vista, CA",United States,https://hello.thesmythgroup.com/web-apps,,$150 - $199 / hr,10 - 49,,,"20% AI Development, 20% Custom Software Development, 20% Mobile App Development+2 services, 20% UX/UI Design, 20% Web Development",Clutch.co,Unreachable,https://hello.thesmythgroup.com/web-apps,"Design,Development","Design Agencies,UI/UX Design,Custom Software Development,Flutter,PHP,Web Development"
Razor Rank,https://clutch.co/profile/razor-rank,5.0,26.0,"Dallas, TX",United States,http://www.razorrank.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,,$100 - $149 / hr,50 - 249,,,"15% Web Design, 30% Search Engine Optimization, 20% Pay Per Click+2 services, 20% Social Media Marketing, 15% Content Marketing",Clutch.co,Unreachable,https://razorrank.com/contact/,"Design,Marketing","Design Agencies,Web Design,Content Marketing,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing"
"EVNE Developers, LLC",https://clutch.co/profile/evne-developers,5.0,25.0,"Berlin, Germany",Germany,https://evnedev.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,10 - 49,,,"45% Custom Software Development, 35% Web Development, 15% Mobile App Development+1, 5% UX/UI Design, 10% Flutter, 30% Django, 25% React+2, 20% NodeJS, 15% Ruby on Rails",Clutch.co,Unreachable,https://evnedev.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,Development,"Flutter,Java,Python & Django"
Nyusoft Solutions LLP,https://clutch.co/profile/nyusoft-solutions-llp,5.0,24.0,"Ahmedabad, India",India,https://www.nyusoft.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,50 - 249,,,"35% Web Development, 25% Mobile App Development, 20% Custom Software Development+2 services, 10% Low/No Code Development, 10% UX/UI Design",Clutch.co,Unreachable,https://www.nyusoft.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development","Design Agencies,UI/UX Design,App Development,Custom Software Development,PHP,Web Development,WordPress"
Keepers Digital,https://clutch.co/profile/keepers-digital,5.0,24.0,"Vancouver, Canada",Canada,https://keepersdigital.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,2 - 9,,,"40% Pay Per Click, 25% Conversion Optimization, 25% Ecommerce Marketing+2 services, 5% Marketing Strategy, 5% Social Media Marketing",Clutch.co,Unreachable,https://keepersdigital.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,Marketing,"Digital Marketing,PPC"
LawRank,https://clutch.co/profile/lawrank,5.0,21.0,"Los Angeles, CA",United States,https://lawrank.com/?utm_source=clutch.co&utm_medium=referral,,,10 - 49,,,"10% Web Design, 70% Search Engine Optimization, 10% Advertising+1 service, 10% Pay Per Click",Clutch.co,Unreachable,https://lawrank.com/?utm_source=clutch.co&utm_medium=referral,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital,PPC"
X Agency,https://clutch.co/profile/x-agency,5.0,21.0,"Lynnfield, MA",United States,https://xagency.com/,,$150 - $199 / hr,10 - 49,,,"25% Pay Per Click, 10% Digital Strategy, 10% Ecommerce Marketing+8 services, 10% Email Marketing, 10% Search Engine Optimization, 10% Social Media Marketing, 5% Affiliate Marketing, 5% Content Marketing, 5% Conversion Optimization, 5% Mobile & App Marketing, 5% Other Digital Marketing",Clutch.co,Unreachable,https://xagency.com/,Marketing,"Digital Marketing,Email Marketing,PPC,Social Media Marketing"
Cozy Design,https://clutch.co/profile/cozy-design,5.0,20.0,"San Diego, CA",United States,https://www.cozydesign.com/,,$100 - $149 / hr,10 - 49,,,"40% Web Design, 20% Graphic Design, 10% Event Marketing+4 services, 10% Print Design, 10% Social Media Marketing, 5% Branding, 5% Logo",Clutch.co,Unreachable,https://www.cozydesign.com/contact,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital,Social Media Marketing"
Neff,https://clutch.co/profile/neff,5.0,19.0,"Philadelphia, PA",United States,https://neffknows.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,10 - 49,,,"13% Advertising, 13% Branding, 13% Public Relations+5 services, 13% Social Media Marketing, 12% Media Planning & Buying, 12% Video Production, 12% Web Design, 12% Web Development",Clutch.co,Unreachable,https://neffknows.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development,Marketing","Design Agencies,Web Design,Web Development,Digital Marketing,Full-Service Digital,PR Firms,Social Media Marketing"
Infracore,https://clutch.co/profile/infracore,5.0,19.0,"San Diego, CA",United States,https://infracore.net/?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services-cybersecurity,,$150 - $199 / hr,50 - 249,,,"19.4/20 Reviews, 10/10 Clients & Experience, 9.2/10 Market Presence, 30% Cybersecurity, 70% Other",Clutch.co,Unreachable,https://infracore.net/?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services-cybersecurity,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)"
Stellar SEO,https://clutch.co/profile/stellar-seo,5.0,18.0,"Nashville, TN",United States,https://stellarseo.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-digital-marketing,,$100 - $149 / hr,10 - 49,,,100% Search Engine Optimization,Clutch.co,Unreachable,https://stellarseo.com/contact-us/,Marketing,Digital Marketing
Sketch Development,https://clutch.co/profile/sketch-development,5.0,17.0,"Webster Groves, MO",United States,https://www.sketchdev.io?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,,$150 - $199 / hr,10 - 49,,,"15% Mobile App Development, 25% Custom Software Development, 15% AI Development+5 services, 10% AI Consulting, 10% API Development, 10% Cloud Consulting & SI, 10% Generative AI, 5% AI Agents",Clutch.co,Unreachable,https://www.sketchdev.io/en-us/clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Development,IT Services",".NET,App Development,Custom Software Development,Java,All IT Services"
"Oomph, Inc.",https://clutch.co/profile/oomph-0-0,5.0,17.0,"Providence, RI",United States,https://oomphinc.com/?utm_source=clutch&utm_medium=referral&utm_campaign=profile,,$150 - $199 / hr,10 - 49,,,"20% UX/UI Design, 30% Web Development, 20% Digital Strategy+2 services, 20% Web Design, 10% Custom Software Development",Clutch.co,Unreachable,https://oomphinc.com/?utm_source=clutch&utm_medium=referral&utm_campaign=profile,"Design,Development","Design Agencies,UI/UX Design,Web Design,Custom Software Development,PHP,Web Development,WordPress"
Groundwrk,https://clutch.co/profile/groundwrk,5.0,17.0,"Denver, CO",United States,https://www.groundwrk.com/clutch-home/,,$150 - $199 / hr,10 - 49,,,"45% Web Design, 35% Web Development, 10% Branding+1 service, 10% Social Media Marketing",Clutch.co,Unreachable,https://www.groundwrk.com/contact/,"Design,Development,Marketing","Design Agencies,Web Design,Web Development,WordPress,Digital Marketing,Full-Service Digital,Social Media Marketing"
Digital Thing,https://clutch.co/profile/digital-thing,5.0,17.0,"Eltham, Australia",Australia,https://www.digitalthing.com.au/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,2 - 9,,,"35% UX/UI Design, 35% Web Development, 30% Web Design",Clutch.co,Unreachable,https://www.digitalthing.com.au/contact/,"Design,Development","Design Agencies,UI/UX Design,Web Design,Web Development,WordPress"
Applica,https://clutch.co/profile/applica,5.0,17.0,"London, England",England,https://applica.agency/clutch-page,,$50 - $99 / hr,10 - 49,,,"10% Mobile App Development, 50% Mobile & App Marketing, 20% Conversion Optimization+1 service, 20% UX/UI Design",Clutch.co,Unreachable,https://applica.agency/clutch-page,"Design,Development,Marketing","Design Agencies,UI/UX Design,App Development,Digital Marketing,Full-Service Digital"
Blackburn Labs,https://clutch.co/profile/blackburn-labs,5.0,16.0,"Providence, RI",United States,https://www.blackburnlabs.com/contact-us/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,10 - 49,,,"15% Mobile App Development, 45% Custom Software Development, 15% BI & Big Data Consulting & SI+2 services, 15% Enterprise App Modernization, 10% AR/VR Development",Clutch.co,Unreachable,https://www.blackburnlabs.com/contact-us/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Development,IT Services","AR/VR,App Development,Custom Software Development,Java,All IT Services"
StuntCoders,https://clutch.co/profile/stuntcoders,5.0,16.0,"Beograd, Serbia",Serbia,https://stuntcoders.com/contact/?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-wordpress,,$50 - $99 / hr,10 - 49,,,"10% Web Development, 80% E-Commerce Development, 10% Custom Software Development, 100% WordPress CMS",Clutch.co,Unreachable,https://stuntcoders.com/contact/?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-wordpress,Development,"Custom Software Development,E-Commerce Development,PHP,Web Development,WordPress"
designDATA,https://clutch.co/profile/designdata,5.0,16.0,"Gaithersburg, MD",United States,https://go.designdata.com/pricing-calculator-f4b67770-65f5-42c0-8f58-88ea1148a61a?_gl=1*1ju1rbu*_ga*NDQ0NTMzNjA5LjE3NjczNzM1OTk.*_ga_PHF1QP7WTT*czE3NjczNzM2MTAkbzEkZzEkdDE3NjczNzM2MTgkajYwJGwwJGgw*_gcl_au*NzAxNjI3MDMyLjE3NjczNzM2MTg.?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services-msp,,$100 - $149 / hr,50 - 249,,,"16.2/20 Reviews, 10/10 Clients & Experience, 9.3/10 Market Presence, 50% IT Managed Services, 50% Other",Clutch.co,Unreachable,https://go.designdata.com/pricing-calculator-f4b67770-65f5-42c0-8f58-88ea1148a61a?_gl=1*1ju1rbu*_ga*NDQ0NTMzNjA5LjE3NjczNzM1OTk.*_ga_PHF1QP7WTT*czE3NjczNzM2MTAkbzEkZzEkdDE3NjczNzM2MTgkajYwJGwwJGgw*_gcl_au*NzAxNjI3MDMyLjE3NjczNzM2MTg.?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services-msp,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)"
Identity Solutions,https://clutch.co/profile/identity-solutions,5.0,15.0,"Alexandria, Egypt",Egypt,https://identity-solutions.org/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,10 - 49,,,"70% Mobile App Development, 30% Web Development",Clutch.co,Unreachable,https://identity-solutions.org/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,Development,"App Development,Web Development"
illuminise ltd,https://clutch.co/profile/illuminise,5.0,15.0,"Cambridge, England",England,https://www.illuminise.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,10 - 49,,,"90% E-Commerce Development, 10% Web Design",Clutch.co,Unreachable,https://www.illuminise.com/contact/,"Design,Development","Design Agencies,Web Design,E-Commerce Development"
Treeview,https://clutch.co/profile/treeview,5.0,15.0,"Montevideo, Uruguay",Uruguay,https://treeview.studio/?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-virtual-reality,,$100 - $149 / hr,10 - 49,,,100% AR/VR Development,Clutch.co,Unreachable,https://treeview.studio/?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-virtual-reality,Development,AR/VR
Capitol Tech Solutions,https://clutch.co/profile/capitol-tech-solutions,5.0,14.0,"Sacramento, CA",United States,https://www.capitoltechsolutions.com/services/web-design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,,$150 - $199 / hr,10 - 49,,,"30% Web Design, 30% Custom Software Development, 30% Web Development+1 service, 10% IoT Development",Clutch.co,Unreachable,https://www.capitoltechsolutions.com/services/web-design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,"Design,Development","Design Agencies,Web Design,.NET,Custom Software Development,Web Development,WordPress"
Otrofy,https://clutch.co/profile/otrofy,5.0,14.0,"Toronto, Canada",Canada,https://otrofy.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,2 - 9,,,"55% Mobile App Development, 25% Web Development, 10% AI Development+1 service, 10% AR/VR Development",Clutch.co,Unreachable,https://otrofy.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,Development,"AR/VR,App Development,Flutter,Web Development"
Reliable Technology Services,https://clutch.co/profile/reliable-technology-services-0,5.0,14.0,"Frisco, TX",United States,http://reliabletsi.com,,$150 - $199 / hr,10 - 49,,,"25% Cybersecurity, 40% IT Managed Services, 20% IT Strategy Consulting+1 service, 15% Cloud Consulting & SI",Clutch.co,Unreachable,http://reliabletsi.com,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)"
Mediacharge,https://clutch.co/profile/mediacharge,5.0,14.0,"München, Germany",Germany,https://www.mediacharge.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ppc,,$100 - $149 / hr,50 - 249,,,"18.4/20 Reviews, 10/10 Clients & Experience, 7.8/10 Market Presence, 60% Pay Per Click, 40% Other",Clutch.co,Unreachable,https://www.mediacharge.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ppc,Marketing,"Digital Marketing,PPC,Social Media Marketing"
Journi,https://clutch.co/profile/journi,5.0,13.0,"London, England",England,https://journi.uk?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-developers,,$50 - $99 / hr,10 - 49,,,"20% Web Development, 15% AI Development, 15% Custom Software Development+4 services, 15% Enterprise App Modernization, 15% IT Staff Augmentation, 10% AR/VR Development, 10% Low/No Code Development",Clutch.co,Unreachable,https://journi.uk/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Development,IT Services",".NET,AR/VR,Custom Software Development,Flutter,Web Development,IT Staff Augmentation"
Scriptics®️,https://clutch.co/profile/scriptics,5.0,13.0,"Sibiu, Romania",Romania,https://scriptics.ro,,$50 - $99 / hr,10 - 49,,,"40% Web Development, 10% Business Consulting, 10% CRM Consulting and SI+4 services, 10% Custom Software Development, 10% ERP Consulting and SI, 10% IT Strategy Consulting, 10% Low/No Code Development",Clutch.co,Unreachable,https://scriptics.ro/contact,"Business Services,Development,IT Services","Consulting,Small Business Consulting,Custom Software Development,PHP,Python & Django,Web Development,WordPress,All IT Services"
DECODE,https://clutch.co/profile/decode,5.0,13.0,"Zagreb, Croatia",Croatia,https://decode.agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,50 - 249,,,"80% Custom Software Development, 20% UX/UI Design",Clutch.co,Unreachable,https://decode.agency/contact/,"Design,Development","Design Agencies,UI/UX Design,Custom Software Development,Java"
Advanced Networks,https://clutch.co/profile/advanced-networks,5.0,13.0,"Los Angeles, CA",United States,https://www.adv-networks.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,10 - 49,,,"15% Cybersecurity, 70% IT Managed Services, 15% Cloud Consulting & SI",Clutch.co,Unreachable,https://www.adv-networks.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)"
Code2day,https://clutch.co/profile/code2day,5.0,13.0,"Montréal, Canada",Canada,https://code2day.io/,,,10 - 49,,,"40% Recruiting, 35% Recruitment Process Outsourcing, 25% IT Staff Augmentation",Clutch.co,Unreachable,https://code2day.io/,"Business Services,IT Services","HR Services,Recruiting,IT Staff Augmentation"
WolfPack Advising,https://clutch.co/profile/wolfpack-advising,5.0,13.0,"Tampa, FL",United States,https://wolfpackadvising.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,10 - 49,,,"25% Advertising, 20% Search Engine Optimization, 15% Social Media Marketing+5 services, 10% Content Marketing, 10% Conversion Optimization, 10% Web Design, 5% Branding, 5% Email Marketing",Clutch.co,Unreachable,https://wolfpackadvising.com/contact-us/,"Design,Marketing","Design Agencies,Web Design,Content Marketing,Digital Marketing,Full-Service Digital,Social Media Marketing"
Agency atQuo,https://clutch.co/profile/agency-atquo,5.0,12.0,"New York, NY",United States,https://www.atquo.com/kit-cl/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,2 - 9,,,"20% Web Development, 20% E-Commerce Development, 20% Graphic Design+2 services, 20% UX/UI Design, 20% Web Design",Clutch.co,Unreachable,https://www.atquo.com/agency/contact,"Design,Development","Design Agencies,UI/UX Design,Web Design,E-Commerce Development,PHP,Python & Django,Web Development,WordPress"
SIVOXI®,https://clutch.co/profile/sivoxi,5.0,12.0,"Sandton, South Africa",South Africa,http://www.sivoxi.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,10 - 49,,,"20% AI Development, 20% Custom Software Development, 20% Generative AI+3 services, 20% Mobile App Development, 10% UX/UI Design, 10% Web Design",Clutch.co,Unreachable,https://www.sivoxi.com/contact-us/,"Design,Development","Design Agencies,UI/UX Design,Web Design,.NET,Custom Software Development"
ProperExpression,https://clutch.co/profile/properexpression,5.0,12.0,"McLean, VA",United States,https://www.properexpression.com/growth-marketing/b2b-marketing-agency?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-digital-marketing,,$150 - $199 / hr,10 - 49,,,"25% CRM Consulting and SI, 15% Advertising, 15% Content Marketing+3 services, 15% Digital Strategy, 15% Email Marketing, 15% Search Engine Optimization",Clutch.co,Unreachable,https://www.properexpression.com/growth-marketing/b2b-marketing-agency?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-digital-marketing,"IT Services,Marketing","All IT Services,Content Marketing,Digital Marketing,Email Marketing"
ScaledOn,https://clutch.co/profile/scaledon,5.0,12.0,"Portsmouth, NH",United States,https://scaledon.com/who-we-are/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-social-media-marketing,,$100 - $149 / hr,10 - 49,,,"15% Social Media Marketing, 25% Ecommerce Marketing, 25% Pay Per Click+2 services, 20% Digital Strategy, 15% Search Engine Optimization",Clutch.co,Unreachable,https://scaledon.com/contact-us/,Marketing,"Digital Marketing,PPC,Social Media Marketing"
Moonstone Interactive,https://clutch.co/profile/moonstone-interactive,5.0,11.0,"San Ramon, CA",United States,https://www.msinteractive.com/is-your-website-helping-you-grow/?utm_source=clutch.co&utm_medium=referral&utm_campaign=clutch_profile,,,10 - 49,,,"10% Mobile App Development, 35% Web Development, 15% Conversion Optimization+3 services, 15% UX/UI Design, 15% Web Design, 10% Custom Software Development",Clutch.co,Unreachable,https://www.msinteractive.com/is-your-website-helping-you-grow/?utm_source=clutch.co&utm_medium=referral&utm_campaign=clutch_profile,"Design,Development","Design Agencies,UI/UX Design,Web Design,.NET,App Development,Custom Software Development,PHP,Web Development,WordPress"
