name,profile_url,rating,reviews_count,location,country,website_url,min_project,hourly_rate,employees,team_size,tagline,services,source,email,contact_form_url,category,sub_category
Takeaway Reality,https://clutch.co/profile/takeaway-reality,5.0,12.0,"London, England",England,https://takeaway-reality.com//?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-virtual-reality,,$50 - $99 / hr,10 - 49,,,"17.6/20 Reviews, 10/10 Clients & Experience, 9/10 Market Presence, 50% AR/VR Development, 50% Other",Clutch.co,jane@mycompany.com,,"Business Services,Development","Consulting,Small Business Consulting,AR/VR,Custom Software Development,Flutter,Python & Django,Web Development"
White Label Accounting Inc,https://clutch.co/profile/white-label-accounting,5.0,12.0,"Miami, FL",United States,https://www.360accountingpro.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=bundle-accounting,,$25 - $49 / hr,10 - 49,,,"60% Accounting, 20% Tax Law, 10% ERP Consulting and SI+1 service, 10% Finance & Accounting Outsourcing (FAO)",Clutch.co,info@360accountingpro.com,,"Business Services,IT Services","Accounting,All IT Services"
Octaria Software Development,https://clutch.co/profile/octaria-software-development,5.0,10.0,"Houston, TX",United States,https://www.octaria.com/clutch-global-leader/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,,10 - 49,,,"15% Web Development, 25% Custom Software Development, 20% AI Development+3 services, 15% Cloud Consulting & SI, 15% ERP Consulting and SI, 10% Business Consulting",Clutch.co,contact@octaria.com,,"Business Services,Development,IT Services","Consulting,Small Business Consulting,Custom Software Development,Web Development,All IT Services"
Skynet Technologies,https://clutch.co/profile/skynet-technologies-0,5.0,10.0,"Independence, KY",United States,https://www.skynettechnologies.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,50 - 249,,,"10% Business Consulting, 20% Search Engine Optimization, 20% UX/UI Design+3 services, 20% Web Development, 15% E-Commerce Development, 15% Web Design",Clutch.co,hello@skynettechnologies.com,,"Business Services,Design,Development,Marketing","Consulting,Small Business Consulting,Design Agencies,UI/UX Design,Web Design,E-Commerce Development,Web Development,WordPress,Digital Marketing,Full-Service Digital"
eMarspro,https://clutch.co/profile/emarspro,5.0,10.0,"Grand Prairie, TX",United States,https://emarspro.com/,,< $25 / hr,50 - 249,,,"25% Pay Per Click, 20% E-Commerce Development, 15% Advertising+6 services, 10% Business Consulting, 10% Web Design, 5% Branding, 5% Digital Strategy, 5% Search Engine Optimization, 5% Social Media Marketing",Clutch.co,info@emarspro.com,,"Business Services,Design,Development,Marketing","Consulting,Small Business Consulting,Design Agencies,Web Design,E-Commerce Development,Digital Marketing,Full-Service Digital,PPC"
Sunbytes,https://clutch.co/profile/sunbytes,5.0,10.0,"Utrecht, Netherlands",Netherlands,https://sunbytes.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,50 - 249,,,"20% Cybersecurity, 20% Recruiting, 10% Application Management & Support+5 services, 10% Custom Software Development, 10% IT Staff Augmentation, 10% Mobile App Development, 10% Web Design, 10% Web Development",Clutch.co,info@sunbytes.io,,"Business Services,Design,Development,IT Services","HR Services,Recruiting,Design Agencies,Web Design,Custom Software Development,Java,PHP,Python & Django,Web Development,All IT Services,Cybersecurity,IT Staff Augmentation"
"Digital Hiring     🚀 TECH Recruitment & Executive Search  | Europe, Ukraine, Cyprus, US, MENA 🚀",https://clutch.co/profile/digital-hiring-tech-recruitment-executive-search-europe-ukraine-cyprus-us-mena,5.0,10.0,"Kyiv, Ukraine",Ukraine,https://digitalhiring.agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,10 - 49,,,"45% Recruiting, 35% Executive Search, 20% IT Staff Augmentation",Clutch.co,info@digitalhiring.agency,,"Business Services,IT Services","HR Services,Recruiting,IT Staff Augmentation"
Talent First,https://clutch.co/profile/talent-first,5.0,9.0,"Kyiv, Ukraine",Ukraine,http://www.talent-first.net/,,$50 - $99 / hr,10 - 49,,,"15% Recruiting, 55% IT Staff Augmentation, 15% Customer Service Outsourcing+1 service, 15% Cybersecurity",Clutch.co,info@talent-first.net,,"Business Services,IT Services","HR Services,Recruiting,All IT Services,Cybersecurity,IT Staff Augmentation"
AMZ DOC Consultants,https://clutch.co/profile/amz-doc-consultants,5.0,9.0,"Jhelum, Pakistan",Pakistan,https://amz-doc.com/,,< $25 / hr,50 - 249,,,"25% Pay Per Click, 20% Product Marketing, 15% Business Consulting+4 services, 15% Graphic Design, 10% Market Research, 10% Marketing Strategy, 5% Back Office Outsourcing",Clutch.co,contact@amz-doc.com,,"Business Services,Design,Marketing","Consulting,Small Business Consulting,Design Agencies,Digital Marketing,Full-Service Digital,PPC"
LavaPi,https://clutch.co/profile/lavapi,5.0,8.0,"T'bilisi, Georgia",Georgia,https://lavapi.com,,$25 - $49 / hr,50 - 249,,,"15% Web Development, 20% Custom Software Development, 15% IT Staff Augmentation+6 services, 10% API Development, 10% DevOps Managed Services, 10% IoT Development, 10% Recruiting, 5% PEO/Employee Leasing, 5% Recruitment Process Outsourcing",Clutch.co,info@lavapi.com,,"Business Services,Development,IT Services","HR Services,Recruiting,Custom Software Development,PHP,Web Development,IT Staff Augmentation"
Thaloz,https://clutch.co/profile/thaloz,5.0,8.0,"Montevideo, Uruguay",Uruguay,https://thaloz.com,,$50 - $99 / hr,50 - 249,,,"17.8/20 Reviews, 10/10 Clients & Experience, 8/10 Market Presence, 65% IT Staff Augmentation, 35% Other",Clutch.co,hello@thaloz.com,,"Business Services,IT Services","HR Services,Recruiting,IT Staff Augmentation"
ProMerit,https://clutch.co/profile/promerit,5.0,8.0,"Québec, Canada",Canada,https://pro-merit.com/,,,10 - 49,,,"15% Business Consulting, 25% Advertising, 20% Warehousing & Distribution+3 services, 15% Content Marketing, 15% Pay Per Click, 10% Fulfillment",Clutch.co,contact@pro-merit.com,,"Business Services,Marketing","Consulting,Small Business Consulting,Content Marketing,Digital Marketing,PPC"
Solvo Global,https://clutch.co/profile/solvo-global,5.0,7.0,"Medellín, Colombia",Colombia,https://solvoglobal.com/remote-staffing-agency/?utm_source=clutch&utm_medium=affiliate&utm_campaign=7013a000001tbwm&utm_content=general-lp,,< $25 / hr,"1,000 - 9,999",,,"10% Recruiting, 30% Back Office Outsourcing, 15% Call Center Services+5 services, 10% Finance & Accounting Outsourcing (FAO), 10% HR Outsourcing, 10% IT Staff Augmentation, 10% Staffing, 5% Sales Outsourcing",Clutch.co,sales@solvoglobal.com,,"Business Services,IT Services","HR Services,Recruiting,Staffing,IT Staff Augmentation"
COSEOM,https://clutch.co/profile/coseom,5.0,7.0,"Barcelona, Spain",Spain,https://www.coseom.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,2 - 9,,,"10% Business Consulting, 40% Pay Per Click, 10% Content Marketing+5 services, 10% Demand Generation Marketing, 10% Search Engine Optimization, 10% Social Media Marketing, 5% Account-Based Marketing, 5% Conversion Optimization",Clutch.co,support@radiustheme.com,,"Business Services,Marketing","Boutique Consulting,Consulting,Small Business Consulting,Content Marketing,Digital Marketing,PPC,Social Media Marketing"
Lata Forum Digital Engagement,https://clutch.co/profile/lata-forum-digital-engagement,5.0,6.0,"Phoenix, AZ",United States,https://www.lataforum.com,,$200 - $300 / hr,2 - 9,,,"10% Web Development, 30% CRM Consulting and SI, 25% Business Consulting+2 services, 20% Digital Strategy, 15% Marketing Strategy",Clutch.co,email@email.com,,"Business Services,Development,IT Services","Boutique Consulting,Consulting,Small Business Consulting,PHP,Web Development,WordPress,All IT Services"
ND LABS,https://clutch.co/profile/nd-labs,5.0,6.0,"Warszawa, Poland",Poland,https://ndlabs.dev/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,10 - 49,,,"10% Web Development, 60% Blockchain, 20% Business Consulting+1 service, 10% AI Development",Clutch.co,contact@ndlabs.dev,,"Business Services,Development","Consulting,Small Business Consulting,Blockchain,Web Development"
"CallCTO – Digital Transformation, System Integration, IT Consulting. Atlassian, Bitrix24, NVIDIA, Monday.com Official Partners",https://clutch.co/profile/callcto-digital-transformation-system-integration-it-consulting-atlassian-bitrix24-nvidia,5.0,5.0,"Lemesos, Cyprus",Cyprus,https://callcto.com,,,50 - 249,,,"10% Web Development, 10% Application Management & Support, 10% Application Testing+7 services, 10% Business Consulting, 10% Cloud Consulting & SI, 10% Custom Software Development, 10% E-Commerce Development, 10% Enterprise App Modernization, 10% IT Strategy Consulting, 10% UX/UI Design",Clutch.co,hello@callcto.com,,"Business Services,Design,Development,IT Services","Consulting,Small Business Consulting,UI/UX Design,.NET,Custom Software Development,E-Commerce Development,Web Development,All IT Services"
Developers.Net,https://clutch.co/profile/developersnet,5.0,5.0,"Austin, TX",United States,https://www.developers.net?utm_source=clutch.co&utm_medium=referral&utm_campaign=hr-recruiting,,$50 - $99 / hr,50 - 249,,,"20% Recruiting, 40% IT Staff Augmentation, 20% HR Outsourcing+1 service, 20% Staffing",Clutch.co,contact@developers.net,,"Business Services,IT Services","HR Services,Recruiting,Staffing,IT Staff Augmentation"
Foundcoo Limited,https://clutch.co/profile/foundcoo,5.0,5.0,"Wan Chai, Hong Kong",Hong Kong,https://www.foundcoo.com/,,$150 - $199 / hr,10 - 49,,,"15% Pay Per Click, 15% Search Engine Optimization, 15% Social Media Marketing+5 services, 15% Web Design, 10% Business Consulting, 10% Conversion Optimization, 10% Digital Strategy, 10% Email Marketing",Clutch.co,user@domain.com,,"Business Services,Design,Marketing","Consulting,Small Business Consulting,Design Agencies,Web Design,Digital Marketing,Email Marketing,Full-Service Digital,PPC,Social Media Marketing"
Ultra Consultants,https://clutch.co/profile/ultra-consultants,5.0,4.0,"Chicago, IL",United States,https://ultraconsultants.com/?utm_source=clutch.co&utm_medium=referral,,,50 - 249,,,"40% ERP Consulting and SI, 20% Business Consulting, 20% Logistics & Supply Chain Consulting+1 service, 20% Manufacturing Consulting",Clutch.co,contact@ultraconsultants.com,,"Business Services,IT Services","Consulting,All IT Services"
Optiveum,https://clutch.co/profile/optiveum,5.0,4.0,"Warszawa, Poland",Poland,https://optiveum.com,,,2 - 9,,,"30% Recruiting, 30% IT Staff Augmentation, 10% Business Consulting+3 services, 10% HR Consulting, 10% HR Outsourcing, 10% PEO/Employee Leasing",Clutch.co,hello@optiveum.com,,"Business Services,IT Services","Boutique Consulting,Consulting,HR Services,Recruiting,Small Business Consulting,IT Staff Augmentation"
Bluebird International,https://clutch.co/profile/bluebird-international,5.0,4.0,"Sarasota, FL",United States,https://bluebirdinternational.com/,,$50 - $99 / hr,50 - 249,,,"16.2/20 Reviews, 10/10 Clients & Experience, 7.7/10 Market Presence, 15% Staffing, 85% Other",Clutch.co,sales.miami@bluebirdinternational.com,,"Business Services,Development,IT Services","HR Services,Recruiting,Staffing,.NET,Java,IT Staff Augmentation"
Promoguy,https://clutch.co/profile/promoguy,5.0,4.0,"Amsterdam, Netherlands",Netherlands,https://promoguy.nl/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,2 - 9,,,"15% Conversion Optimization, 15% Pay Per Click, 15% Performance Marketing+6 services, 10% BI & Big Data Consulting & SI, 10% Business Consulting, 10% Demand Generation Marketing, 10% Marketing Strategy, 10% Search Engine Optimization, 5% CRM Consulting and SI",Clutch.co,business@promoguy.nl,,"Business Services,IT Services,Marketing","Boutique Consulting,Consulting,Small Business Consulting,All IT Services,Digital Marketing,PPC,Social Media Marketing"
DEHA GLOBAL PTE. LTD.,https://clutch.co/profile/deha-global-pte,5.0,3.0,"Singapore, Singapore",Singapore,https://deha-global.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,250 - 999,,,"15% Mobile App Development, 25% Custom Software Development, 20% Web Development+4 services, 15% AI Development, 10% E-Commerce Development, 10% Staffing, 5% Generative AI",Clutch.co,info@deha-global.com,,"Business Services,Development","HR Services,Staffing,App Development,Custom Software Development,E-Commerce Development,Java,PHP,Web Development,WordPress"
Full Stack Experts,https://clutch.co/profile/full-stack-experts,5.0,3.0,"Łódź, Poland",Poland,https://www.fullstackexperts.eu/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,10 - 49,,,"50% Business Consulting, 15% Conversion Optimization, 10% AI Development+3 services, 10% Cloud Consulting & SI, 10% Other Digital Marketing, 5% AI Agents",Clutch.co,+performance@track.adform.net,,"Business Services,IT Services,Marketing","Consulting,Small Business Consulting,All IT Services,Digital Marketing"
SFIR Consulting Ltd.,https://clutch.co/profile/sfir-consulting,5.0,3.0,"Toronto, Canada",Canada,https://www.sfirconsulting.com/,,$150 - $199 / hr,10 - 49,,,"10% Accounting, 40% ERP Consulting and SI, 40% Finance & Accounting Outsourcing (FAO)+1 service, 10% Fractional CFO Services",Clutch.co,sales@sfirconsulting.com,,"Business Services,IT Services","Accounting,All IT Services"
LNQP GmbH,https://clutch.co/profile/lnqp-gmbh,5.0,3.0,"Berlin, Germany",Germany,https://www.lnqp.io?utm_source=clutch.co&utm_medium=referral&utm_campaign=consulting-boutique,,$200 - $300 / hr,2 - 9,,,"35% Business Consulting, 30% Market Research, 20% Marketing Strategy+1 service, 15% IT Strategy Consulting",Clutch.co,info@lnqp.io,,"Business Services,IT Services","Boutique Consulting,Consulting,All IT Services"
MaxSource Private Limited,https://clutch.co/profile/maxsource-private,5.0,3.0,"Vadodara, India",India,https://maxsourcepvtltd.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,< $25 / hr,10 - 49,,,"15% Finance & Accounting Outsourcing (FAO), 10% Accounting, 10% Back Office Outsourcing+10 services, 10% Financial Advising & Planning, 10% IT Managed Services, 10% PEO/Employee Leasing, 5% Document Digitization & Management, 5% Employer of Record (EOR) Services, 5% Financial Consulting, 5% Fractional CFO Services, 5% HR Outsourcing, 5% Other IT Consulting and SI, 5% Staffing",Clutch.co,contact@maxsourcepvtltd.com,,"Business Services,IT Services","Accounting,HR Services,All IT Services,Managed IT (MSP)"
Working Excellence,https://clutch.co/profile/working-excellence,5.0,3.0,"Reston, VA",United States,https://www.workingexcellence.com/,,$150 - $199 / hr,10 - 49,,,"15% Custom Software Development, 15% AI Consulting, 15% AI Development+6 services, 15% BI & Big Data Consulting & SI, 10% Business Consulting, 10% Cybersecurity, 10% Generative AI, 5% Digital Strategy, 5% IoT Development",Clutch.co,4b5cb39c36@sentry.wixpress.com,,"Business Services,Development,IT Services","Boutique Consulting,Consulting,Small Business Consulting,Custom Software Development,All IT Services,Cybersecurity"
Diamond Arrow Digital Marketing,https://clutch.co/profile/diamond-arrow-digital-marketing,5.0,3.0,,,https://digitalmarketinggilbertaz.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,2 - 9,,,"15% Web Design, 25% Search Engine Optimization, 10% Business Consulting+5 services, 10% Digital Strategy, 10% Logo, 10% Marketing Strategy, 10% Pay Per Click, 10% Video Production",Clutch.co,diamondarrowmedia@gmail.com,,"Business Services,Design,Marketing","Boutique Consulting,Consulting,Small Business Consulting,Logo Design,Web Design,Digital Marketing,Full-Service Digital,PPC"
"NetTech Consultants, Inc.",https://clutch.co/profile/nettech-consultants,5.0,1.0,"Jacksonville, FL",United States,https://www.nettechconsultants.com,,$150 - $199 / hr,10 - 49,,,"70% IT Managed Services, 25% Business Consulting, 5% Other IT Consulting and SI",Clutch.co,help@nettechconsultants.com,,"Business Services,IT Services","Consulting,Small Business Consulting,All IT Services,Managed IT (MSP)"
iComm Studios,https://clutch.co/profile/icomm-studios,5.0,1.0,"Mooresville, NC",United States,https://icommstudios.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,,2 - 9,,,"15% Web Design, 15% Business Consulting, 15% Graphic Design+4 services, 15% IT Managed Services, 15% UX/UI Design, 15% Web Development, 10% Branding",Clutch.co,hello@icommstudios.com,,"Business Services,Design,IT Services","Boutique Consulting,Consulting,UI/UX Design,Web Design,All IT Services,Managed IT (MSP)"
Willowcommerce.ai,https://clutch.co/profile/willowcommerceai,5.0,1.0,"Lyndhurst, NJ",United States,https://willowcommerce.ai,,,10 - 49,,,"10% UX/UI Design, 30% Custom Software Development, 20% IT Managed Services+4 services, 15% Accounting, 15% Warehousing & Distribution, 5% Product Design, 5% Web Design",Clutch.co,info@willowcommerce.ai,,"Business Services,Design,Development,IT Services","Accounting,UI/UX Design,Custom Software Development,All IT Services,Managed IT (MSP)"
ALLSTARSIT,https://clutch.co/profile/allstarsit-0,4.9,43.0,"San Francisco, CA",United States,https://allstarsit.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,"1,000 - 9,999",,,"20/20 Reviews, 8.7/10 Clients & Experience, 7.5/10 Market Presence, 10% Staffing, 90% Other",Clutch.co,star.team@allstarsit.com,,"Business Services,IT Services","Accounting,HR Services,Recruiting,Staffing,IT Staff Augmentation,Managed IT (MSP)"
Accedia,https://clutch.co/profile/accedia,4.9,38.0,"Sofia, Bulgaria",Bulgaria,https://accedia.com/contacts-accedia/?utm_medium=referral&utm_source=clutch.co&utm_campaign=page+link,,$50 - $99 / hr,250 - 999,,,"19/20 Reviews, 10/10 Clients & Experience, 9.7/10 Market Presence, 10% Staffing, 90% Other",Clutch.co,sales@accedia.com,,"Business Services,Development,IT Services","HR Services,Staffing,.NET,Custom Software Development,Python & Django,All IT Services,Cybersecurity,IT Staff Augmentation"
ArcTouch,https://clutch.co/profile/arctouch,4.9,37.0,"San Francisco, CA",United States,https://arctouch.com/contact/?utm_source=clutch.co&utm_medium=referral&utm_campaign=listings&utm_content=main+link,,$50 - $99 / hr,250 - 999,,,"18.4/20 Reviews, 10/10 Clients & Experience, 10/10 Market Presence, 10% Business Consulting, 90% Other",Clutch.co,hello@arctouch.com,,"Business Services,Design,Development","Consulting,Small Business Consulting,UI/UX Design,.NET,Flutter,Python & Django"
Chatterkick,https://clutch.co/profile/chatterkick,4.9,36.0,"Sioux City, IA",United States,http://chatterkick.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,10 - 49,,,"18.2/20 Reviews, 9.8/10 Clients & Experience, 9.6/10 Market Presence, 15% Digital Design, 55% Digital Marketing, 30% Other",Clutch.co,info@chatterkick.com,,"Business Services,Design,Marketing","HR Services,Design Agencies,Web Design,Digital Marketing,Email Marketing,Full-Service Digital,PPC,Social Media Marketing"
Dinarys GmbH,https://clutch.co/profile/dinarys-gmbh,4.9,32.0,"Berlin, Germany",Germany,https://dinarys.com/ecommerce-consulting-services?utm_source=clutch.co&utm_medium=referral&utm_campaign=consulting,,$50 - $99 / hr,50 - 249,,,"18.8/20 Reviews, 10/10 Clients & Experience, 9.7/10 Market Presence, 10% Business Consulting, 90% Other",Clutch.co,info@dinarys.com,,"Business Services,Design,Development,IT Services","Consulting,Web Design,E-Commerce Development,Java,PHP,WordPress,IT Staff Augmentation"
Axented,https://clutch.co/profile/axented,4.9,31.0,"Monterrey, Mexico",Mexico,https://www.axented.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,50 - 249,,,"18.6/20 Reviews, 9.4/10 Clients & Experience, 9.3/10 Market Presence, 10% Recruiting, 90% Other",Clutch.co,contact@axented.com,,"Business Services,Design,Development,IT Services","HR Services,Recruiting,Design Agencies,UI/UX Design,Custom Software Development,IT Staff Augmentation"
Prometeo Talent SL,https://clutch.co/profile/prometeo-talent-sl,4.9,24.0,"Barcelona, Spain",Spain,https://www.prometeotalent.com/,,$50 - $99 / hr,10 - 49,,,"17.6/20 Reviews, 10/10 Clients & Experience, 9.2/10 Market Presence, 25% Recruiting, 75% Other",Clutch.co,business@prometeotalent.com,,"Business Services,IT Services","HR Services,Recruiting,IT Staff Augmentation"
MWDN,https://clutch.co/profile/mwdn,4.9,22.0,"Kyiv, Ukraine",Ukraine,https://mwdn.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers,,$25 - $49 / hr,50 - 249,,,"10% Custom Software Development, 15% Employer of Record (EOR) Services, 15% IT Staff Augmentation+5 services, 15% Recruiting, 15% Staffing, 10% Back Office Outsourcing, 10% Executive Search, 10% Recruitment Process Outsourcing",Clutch.co,info@mwdn.com,,"Business Services,Development,IT Services","HR Services,Recruiting,Staffing,Custom Software Development,IT Staff Augmentation"
Tecla,https://clutch.co/profile/tecla,4.9,19.0,"Seattle, WA",United States,https://www.tecla.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,50 - 249,,,"19.4/20 Reviews, 8/10 Clients & Experience, 7.2/10 Market Presence, 30% Staffing, 70% Other",Clutch.co,sales@tecla.io,,"Business Services,Development,IT Services","HR Services,Staffing,Custom Software Development,Web Development,IT Staff Augmentation"
Winged IT,https://clutch.co/profile/winged-it,4.9,17.0,"Warszawa, Poland",Poland,https://wingedit.pl/?utm_source=clutch.co&utm_medium=referral&utm_campaign=hr-recruiting,,$25 - $49 / hr,50 - 249,,,"18.8/20 Reviews, 10/10 Clients & Experience, 8.6/10 Market Presence, 40% Recruiting, 60% Other",Clutch.co,your.business@mail.com,,"Business Services,IT Services","HR Services,Recruiting,All IT Services,Cybersecurity,IT Staff Augmentation"
Ray Business Technologies,https://clutch.co/profile/ray-business-technologies-0,4.9,13.0,"Plano, TX",United States,https://raybiztech.com/,,$50 - $99 / hr,250 - 999,,,"17.2/20 Reviews, 9.7/10 Clients & Experience, 10/10 Market Presence, 10% Business Consulting, 90% Other",Clutch.co,sales@raybiztech.com,,"Business Services,IT Services","Consulting,Small Business Consulting,All IT Services"
Atlantic Growth Solutions,https://clutch.co/profile/atlantic-growth-solutions,4.9,13.0,"Fredericton, Canada",Canada,https://atlanticgrowthsolutions.com/revtalent?utm_source=clutch.co&utm_medium=referral&utm_campaign=hr-recruiting,,$25 - $49 / hr,10 - 49,,,"10% Recruiting, 65% Sales Outsourcing, 15% Corporate Training & Coaching+1 service, 10% CRM Consulting and SI",Clutch.co,example@you.com,,"Business Services,IT Services","HR Services,Recruiting,All IT Services"
Logamic,https://clutch.co/profile/logamic,4.9,11.0,"Bratislava, Slovakia",Slovakia,https://logamic.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,50 - 249,,,"17.4/20 Reviews, 9.8/10 Clients & Experience, 8.9/10 Market Presence, 10% Staffing, 90% Other",Clutch.co,info@logamic.com,,"Business Services,Development,IT Services","HR Services,Recruiting,Staffing,.NET,Custom Software Development,Java,Web Development,IT Staff Augmentation"
