name,profile_url,rating,reviews_count,location,country,website_url,min_project,hourly_rate,employees,team_size,tagline,services,source,email,contact_form_url,category,sub_category
X Agency,https://clutch.co/profile/x-agency,5.0,21.0,"Lynnfield, MA",United States,https://xagency.com/,,$150 - $199 / hr,10 - 49,,,"25% Pay Per Click, 10% Digital Strategy, 10% Ecommerce Marketing+8 services, 10% Email Marketing, 10% Search Engine Optimization, 10% Social Media Marketing, 5% Affiliate Marketing, 5% Content Marketing, 5% Conversion Optimization, 5% Mobile & App Marketing, 5% Other Digital Marketing",Clutch.co,Unreachable,https://xagency.com/,Marketing,"Digital Marketing,Email Marketing,PPC,Social Media Marketing"
Cozy Design,https://clutch.co/profile/cozy-design,5.0,20.0,"San Diego, CA",United States,https://www.cozydesign.com/,,$100 - $149 / hr,10 - 49,,,"40% Web Design, 20% Graphic Design, 10% Event Marketing+4 services, 10% Print Design, 10% Social Media Marketing, 5% Branding, 5% Logo",Clutch.co,Unreachable,https://www.cozydesign.com/contact,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital,Social Media Marketing"
Neff,https://clutch.co/profile/neff,5.0,19.0,"Philadelphia, PA",United States,https://neffknows.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,10 - 49,,,"13% Advertising, 13% Branding, 13% Public Relations+5 services, 13% Social Media Marketing, 12% Media Planning & Buying, 12% Video Production, 12% Web Design, 12% Web Development",Clutch.co,Unreachable,https://neffknows.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development,Marketing","Design Agencies,Web Design,Web Development,Digital Marketing,Full-Service Digital,PR Firms,Social Media Marketing"
Stellar SEO,https://clutch.co/profile/stellar-seo,5.0,18.0,"Nashville, TN",United States,https://stellarseo.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-digital-marketing,,$100 - $149 / hr,10 - 49,,,100% Search Engine Optimization,Clutch.co,Unreachable,https://stellarseo.com/contact-us/,Marketing,Digital Marketing
Groundwrk,https://clutch.co/profile/groundwrk,5.0,17.0,"Denver, CO",United States,https://www.groundwrk.com/clutch-home/,,$150 - $199 / hr,10 - 49,,,"45% Web Design, 35% Web Development, 10% Branding+1 service, 10% Social Media Marketing",Clutch.co,Unreachable,https://www.groundwrk.com/contact/,"Design,Development,Marketing","Design Agencies,Web Design,Web Development,WordPress,Digital Marketing,Full-Service Digital,Social Media Marketing"
Applica,https://clutch.co/profile/applica,5.0,17.0,"London, England",England,https://applica.agency/clutch-page,,$50 - $99 / hr,10 - 49,,,"10% Mobile App Development, 50% Mobile & App Marketing, 20% Conversion Optimization+1 service, 20% UX/UI Design",Clutch.co,Unreachable,https://applica.agency/clutch-page,"Design,Development,Marketing","Design Agencies,UI/UX Design,App Development,Digital Marketing,Full-Service Digital"
Mediacharge,https://clutch.co/profile/mediacharge,5.0,14.0,"München, Germany",Germany,https://www.mediacharge.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ppc,,$100 - $149 / hr,50 - 249,,,"18.4/20 Reviews, 10/10 Clients & Experience, 7.8/10 Market Presence, 60% Pay Per Click, 40% Other",Clutch.co,Unreachable,https://www.mediacharge.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ppc,Marketing,"Digital Marketing,PPC,Social Media Marketing"
WolfPack Advising,https://clutch.co/profile/wolfpack-advising,5.0,13.0,"Tampa, FL",United States,https://wolfpackadvising.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,10 - 49,,,"25% Advertising, 20% Search Engine Optimization, 15% Social Media Marketing+5 services, 10% Content Marketing, 10% Conversion Optimization, 10% Web Design, 5% Branding, 5% Email Marketing",Clutch.co,Unreachable,https://wolfpackadvising.com/contact-us/,"Design,Marketing","Design Agencies,Web Design,Content Marketing,Digital Marketing,Full-Service Digital,Social Media Marketing"
ProperExpression,https://clutch.co/profile/properexpression,5.0,12.0,"McLean, VA",United States,https://www.properexpression.com/growth-marketing/b2b-marketing-agency?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-digital-marketing,,$150 - $199 / hr,10 - 49,,,"25% CRM Consulting and SI, 15% Advertising, 15% Content Marketing+3 services, 15% Digital Strategy, 15% Email Marketing, 15% Search Engine Optimization",Clutch.co,Unreachable,https://www.properexpression.com/growth-marketing/b2b-marketing-agency?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-digital-marketing,"IT Services,Marketing","All IT Services,Content Marketing,Digital Marketing,Email Marketing"
ScaledOn,https://clutch.co/profile/scaledon,5.0,12.0,"Portsmouth, NH",United States,https://scaledon.com/who-we-are/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-social-media-marketing,,$100 - $149 / hr,10 - 49,,,"15% Social Media Marketing, 25% Ecommerce Marketing, 25% Pay Per Click+2 services, 20% Digital Strategy, 15% Search Engine Optimization",Clutch.co,Unreachable,https://scaledon.com/contact-us/,Marketing,"Digital Marketing,PPC,Social Media Marketing"
Pound & Grain,https://clutch.co/profile/pound-grain,5.0,11.0,"Vancouver, Canada",Canada,https://poundandgrain.com/?utm_source=clutch&utm_medium=website&utm_campaign=visit_website,,$150 - $199 / hr,10 - 49,,,"30% Advertising, 25% Marketing Strategy, 15% Branding+2 services, 15% Media Planning & Buying, 15% Social Media Marketing",Clutch.co,Unreachable,https://poundandgrain.com/contact/,Marketing,"Digital Marketing,Social Media Marketing"
Serotonin,https://clutch.co/profile/serotonin-0,5.0,9.0,"Manchester, England",England,https://www.serotonin.co.uk/,,< $25 / hr,10 - 49,,,"10% Content Marketing, 10% Advertising, 10% Branding+7 services, 10% Demand Generation Marketing, 10% Digital Strategy, 10% Ecommerce Marketing, 10% Marketing Strategy, 10% Pay Per Click, 10% Social Media Marketing, 10% Sports Marketing",Clutch.co,Unreachable,https://www.serotonin.co.uk/,Marketing,"Content Marketing,Digital Marketing,PPC,Social Media Marketing"
ARMOUR Digital Marketing Agency,https://clutch.co/profile/armour-digital-marketing-agency,5.0,8.0,"Tel Aviv-Yafo, Israel",Israel,https://www.armour.studio/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,2 - 9,,,"10% Branding, 10% Ecommerce Marketing, 10% Fractional CMO Services+7 services, 10% Graphic Design, 10% Logo, 10% Pay Per Click, 10% Sales Outsourcing, 10% Search Engine Optimization, 10% Social Media Marketing, 10% Web Design",Clutch.co,Unreachable,https://www.armour.studio/service/web-design-services/?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,"Design,Marketing","Design Agencies,Logo Design,Web Design,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing"
Advanté-BCS,https://clutch.co/profile/advant-bcs,5.0,8.0,"Midlothian, VA",United States,https://advantebcs.com/clutch-digital-marketing-partner,,$150 - $199 / hr,2 - 9,,,"30% Web Design, 25% Digital Strategy, 25% Pay Per Click+2 services, 10% Advertising, 10% Branding",Clutch.co,Unreachable,https://advantebcs.com/clutch-digital-marketing-partner,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital,PPC"
Mozmene,https://clutch.co/profile/mozmene,5.0,7.0,"Yokohama, Japan",Japan,http://mozmene.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,10 - 49,,,"10% Advertising, 10% Branding, 10% Content Marketing+7 services, 10% Graphic Design, 10% Marketing Strategy, 10% Media Planning & Buying, 10% Pay Per Click, 10% Social Media Marketing, 10% Video Production, 10% Web Design",Clutch.co,Unreachable,http://mozmene.com/contact,"Design,Marketing","Design Agencies,Web Design,Content Marketing,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing"
Scalebay,https://clutch.co/profile/scalebay-0,5.0,7.0,"Paris, France",France,https://www.scalebay.io/,,$150 - $199 / hr,2 - 9,,,"20% Conversion Optimization, 20% Digital Strategy, 20% Graphic Design+2 services, 20% Media Planning & Buying, 20% Mobile & App Marketing",Clutch.co,Unreachable,https://www.scalebay.io/contacts,"Design,Marketing","Design Agencies,Digital Marketing,Full-Service Digital"
"Gummicube, Inc.",https://clutch.co/profile/gummicube,5.0,7.0,"San Jose, CA",United States,https://www.gummicube.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,50 - 249,,,"70% Mobile & App Marketing, 10% Digital Strategy, 10% Mobile App Development+1 service, 10% Web Design",Clutch.co,Unreachable,https://www.gummicube.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital"
Rep Cap,https://clutch.co/profile/rep-cap,5.0,7.0,"Baton Rouge, LA",United States,https://repcap.com,,$200 - $300 / hr,10 - 49,,,"10% Web Design, 40% Content Marketing, 10% Graphic Design+7 services, 10% Marketing Strategy, 5% Audio Production, 5% Branding, 5% Email Marketing, 5% Search Engine Optimization, 5% Social Media Marketing, 5% Video Production",Clutch.co,Unreachable,https://repcap.com,"Design,Marketing","Design Agencies,Web Design,Content Marketing,Digital Marketing,Full-Service Digital"
VeteranWebDesign.com,https://clutch.co/profile/veteranwebdesigncom,5.0,6.0,,,https://veteranwebdesign.com/?utm_source=clutch.co&utm_medium=referral,,< $25 / hr,,,,"30% Web Design, 15% E-Commerce Development, 15% Logo+3 services, 15% Search Engine Optimization, 15% Web Development, 10% Low/No Code Development",Clutch.co,Unreachable,https://veteranwebdesign.com/?utm_source=clutch.co&utm_medium=referral,"Design,Development,Marketing","Logo Design,Web Design,E-Commerce Development,PHP,WordPress,Digital Marketing,Full-Service Digital"
Syrup,https://clutch.co/profile/syrup,5.0,5.0,"Atlanta, GA",United States,https://syrupmarketing.com/,,$100 - $149 / hr,10 - 49,,,"60% Demand Generation Marketing, 20% Web Design, 10% Branding+1 service, 10% Search Engine Optimization",Clutch.co,Unreachable,https://syrupmarketing.com/,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital"
"Connection Model, LLC",https://clutch.co/profile/connection-model,5.0,5.0,"Bellevue, WA",United States,https://www.connectionmodel.com/contact/?utm_source=clutch&utm_medium=referral,,$100 - $149 / hr,2 - 9,,,"30% Content Marketing, 30% Search Engine Optimization, 20% Web Design+2 services, 15% Digital Strategy, 5% Branding",Clutch.co,Unreachable,https://www.connectionmodel.com/contact/?utm_source=clutch&utm_medium=referral,"Design,Marketing","Design Agencies,Web Design,Content Marketing,Digital Marketing,Full-Service Digital"
INPULSE Digital,https://clutch.co/profile/inpulse-digital,5.0,5.0,"Coral Gables, FL",United States,https://inpulsedigital.com/advertising-agencies?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,10 - 49,,,"20% Social Media Marketing, 20% Media Planning & Buying, 15% Advertising+4 services, 15% Digital Strategy, 10% Demand Generation Marketing, 10% Mobile & App Marketing, 10% Performance Marketing",Clutch.co,Unreachable,https://inpulsedigital.com/advertising-agencies?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,Marketing,"Digital Marketing,Social Media Marketing"
Spinutech,https://clutch.co/profile/spinutech-1,5.0,4.0,"Elmhurst, IL",United States,https://www.spinutech.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,50 - 249,,,"10% Web Design, 10% Custom Software Development, 10% Digital Strategy+8 services, 10% E-Commerce Development, 10% Email Marketing, 10% Pay Per Click, 10% Search Engine Optimization, 10% Social Media Marketing, 10% Web Development, 5% Content Marketing, 5% Conversion Optimization",Clutch.co,Unreachable,https://www.spinutech.com/about/contact,"Design,Development,Marketing","Web Design,.NET,Custom Software Development,E-Commerce Development,PHP,Web Development,WordPress,Digital Marketing,Email Marketing,Full-Service Digital,PPC,Social Media Marketing"
Grey Alchemy,https://clutch.co/profile/grey-alchemy,5.0,4.0,"Bangkok, Thailand",Thailand,https://greyalchemy.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,10 - 49,,,"40% Social Media Marketing, 30% Performance Marketing, 10% Branding+3 services, 10% Marketing Strategy, 5% Graphic Design, 5% Search Engine Optimization",Clutch.co,Unreachable,https://greyalchemy.com/contact-us/,Marketing,"Digital Marketing,Social Media Marketing"
Ten Speed,https://clutch.co/profile/ten-speed,5.0,4.0,"Chicago, IL",United States,https://www.tenspeed.io/,,$150 - $199 / hr,10 - 49,,,"50% Content Marketing, 30% Search Engine Optimization, 10% Generative AI+2 services, 5% Email Marketing, 5% Social Media Marketing",Clutch.co,Unreachable,https://www.tenspeed.io/contact-us,Marketing,"Content Marketing,Digital Marketing"
Elevation Marketing,https://clutch.co/profile/elevation-marketing-0,5.0,4.0,"Littleton, CO",United States,https://elevmarketing.com/,,$200 - $300 / hr,10 - 49,,,"25% Content Marketing, 25% Search Engine Optimization, 20% Pay Per Click+4 services, 15% Digital Strategy, 5% Email Marketing, 5% Social Media Marketing, 5% Web Design",Clutch.co,Unreachable,https://elevmarketing.com/contact-us/,Marketing,"Content Marketing,Digital Marketing,PPC"
Luma Visibility,https://clutch.co/profile/luma-visibility,5.0,4.0,"Omaha, NE",United States,https://www.lumavisibility.com/,,$100 - $149 / hr,2 - 9,,,"50% Search Engine Optimization, 30% Content Marketing, 20% Pay Per Click",Clutch.co,Unreachable,https://www.lumavisibility.com/contact-us,Marketing,"Content Marketing,Digital Marketing,PPC"
HOMESHOWOFF INC,https://clutch.co/profile/homeshowoff,5.0,3.0,"Vaughan, Canada",Canada,http://homeshowoff.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,10 - 49,,,"40% Search Engine Optimization, 25% Web Design, 15% Content Marketing+3 services, 10% Generative AI, 5% Logo, 5% Social Media Marketing",Clutch.co,Unreachable,https://homeshowoff.com/contact/,"Design,Marketing","Design Agencies,Web Design,Content Marketing,Digital Marketing,Full-Service Digital"
The Moss WDS Inc,https://clutch.co/profile/moss-wds,5.0,3.0,,,https://www.themossstudio.ca/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,2 - 9,,,"30% Web Design, 40% UX/UI Design, 10% Content Marketing+2 services, 10% Graphic Design, 10% Product Design",Clutch.co,Unreachable,https://www.themossstudio.ca/contacts,"Design,Marketing","Design Agencies,UI/UX Design,Web Design,Content Marketing,Digital Marketing,Full-Service Digital"
Practice Cafe,https://clutch.co/profile/practice-cafe,5.0,3.0,"Austin, TX",United States,https://www.practicecafe.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,,10 - 49,,,"20% Web Design, 25% Pay Per Click, 25% Search Engine Optimization+3 services, 10% Branding, 10% Graphic Design, 10% Logo",Clutch.co,Unreachable,https://www.practicecafe.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Marketing","Logo Design,Web Design,Digital Marketing,Full-Service Digital,PPC"
Mighty 8th Media,https://clutch.co/profile/mighty-8th-media,5.0,3.0,"Buford, GA",United States,http://www.m8th.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,10 - 49,,,"20% Web Design, 15% Branding, 15% Digital Strategy+4 services, 15% Print Design, 15% Video Production, 10% Advertising, 10% Search Engine Optimization",Clutch.co,Unreachable,http://www.m8th.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital"
Hexapoint Medical Marketing,https://clutch.co/profile/hexapoint-medical-marketing,5.0,3.0,"Randolph, NJ",United States,https://hexapoint.com/,,$100 - $149 / hr,50 - 249,,,"15% Web Design, 15% Search Engine Optimization, 15% Social Media Marketing+5 services, 15% Web Development, 10% Graphic Design, 10% Media Planning & Buying, 10% Pay Per Click, 10% Video Production",Clutch.co,Unreachable,https://hexapoint.com/,"Design,Marketing","Web Design,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing"
Reliable Acorn LLC,https://clutch.co/profile/reliable-acorn,5.0,3.0,"Fort Mill, SC",United States,https://www.reliableacorn.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,2 - 9,,,"50% Pay Per Click, 50% Search Engine Optimization",Clutch.co,Unreachable,https://www.reliableacorn.com/contact/,Marketing,"Digital Marketing,PPC"
Digital Bees,https://clutch.co/profile/digital-bees-0,5.0,2.0,"Pančevo, Serbia",Serbia,https://digitalbees.net/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,2 - 9,,,"10% Web Design, 40% Web Development, 25% E-Commerce Development+1 service, 25% Search Engine Optimization",Clutch.co,Unreachable,https://digitalbees.net/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development,Marketing","Web Design,E-Commerce Development,Web Development,Digital Marketing,Full-Service Digital"
Greenhat,https://clutch.co/profile/greenhat,5.0,2.0,"Fortitude Valley, Australia",Australia,https://www.greenhat.net/?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,,$100 - $149 / hr,10 - 49,,,"15% Web Design, 30% Web Development, 15% Branding+4 services, 15% Graphic Design, 10% Mobile App Development, 10% Search Engine Optimization, 5% Email Marketing",Clutch.co,Unreachable,https://www.greenhat.net/,"Design,Development,Marketing","Design Agencies,Web Design,PHP,Python & Django,Web Development,WordPress,Digital Marketing,Full-Service Digital"
Ideas Collide,https://clutch.co/profile/ideas-collide,5.0,2.0,"Phoenix, AZ",United States,http://Ideascollide.com,,$150 - $199 / hr,50 - 249,,,"15% Advertising, 15% Branding, 15% Email Marketing+4 services, 15% Graphic Design, 15% Marketing Strategy, 15% Social Media Marketing, 10% Web Design",Clutch.co,Unreachable,http://Ideascollide.com,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Email Marketing,Full-Service Digital,Social Media Marketing"
Connective Web Design,https://clutch.co/profile/connective-web-design,5.0,2.0,"Katy, TX",United States,https://connectivewebdesign.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,10 - 49,,,"40% Web Design, 20% Branding, 20% Pay Per Click+1 service, 20% Search Engine Optimization",Clutch.co,Unreachable,https://connectivewebdesign.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital,PPC"
Mowgli,https://clutch.co/profile/mowgli,5.0,2.0,"Singapore, Singapore",Singapore,https://mowgli.digital,,$50 - $99 / hr,10 - 49,,,"20% Web Design, 25% Web Development, 20% Branding+2 services, 20% Graphic Design, 15% Pay Per Click",Clutch.co,Unreachable,https://mowgli.digital/contact-us/,"Design,Development,Marketing","Design Agencies,Web Design,Web Development,WordPress,Digital Marketing,Full-Service Digital,PPC"
Web Tech Fusion,https://clutch.co/profile/web-tech-fusion,5.0,2.0,"Midlothian, VA",United States,https://www.webtechfusion.com/?utm_source=clutch&utm_medium=directory&utm_campaign=sponorship,,$100 - $149 / hr,10 - 49,,,"20% Web Design, 20% Web Development, 15% Pay Per Click+4 services, 15% Search Engine Optimization, 15% Social Media Marketing, 10% Media Planning & Buying, 5% Digital Strategy",Clutch.co,Unreachable,https://www.webtechfusion.com/?utm_source=clutch&utm_medium=directory&utm_campaign=sponorship,"Design,Development,Marketing","Web Design,PHP,Web Development,WordPress,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing"
Tier One Partners,https://clutch.co/profile/tier-one-partners,5.0,2.0,"Boston, MA",United States,https://www.wearetierone.com/,,,10 - 49,,,"10% Web Design, 60% Public Relations, 30% Content Marketing",Clutch.co,Unreachable,https://www.wearetierone.com/contact-us,"Design,Marketing","Web Design,Content Marketing,Digital Marketing,Full-Service Digital,PR Firms"
OMNI Creative Agency,https://clutch.co/profile/omni-creative-agency,5.0,2.0,"Charlotte, NC",United States,https://omni-agency.com/,,$150 - $199 / hr,2 - 9,,,"25% Branding, 20% Pay Per Click, 20% Social Media Marketing+4 services, 15% Marketing Strategy, 10% Logo, 5% Graphic Design, 5% UX/UI Design",Clutch.co,Unreachable,https://omni-agency.com/,"Design,Marketing","Logo Design,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing"
ADvine,https://clutch.co/profile/advine,5.0,2.0,"Fresno, CA",United States,https://www.advineagency.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,,10 - 49,,,"10% Web Design, 20% Advertising, 20% Social Media Marketing+5 services, 10% Corporate Photography, 10% Graphic Design, 10% Media Planning & Buying, 10% Pay Per Click, 10% Video Production",Clutch.co,Unreachable,https://www.advineagency.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Marketing","Web Design,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing"
"Marketing Ignite Co., Ltd.",https://clutch.co/profile/marketing-ignite-co,5.0,2.0,"Bangkok, Thailand",Thailand,https://www.marketingignite.com,,$25 - $49 / hr,10 - 49,,,"30% Pay Per Click, 20% Content Marketing, 20% Search Engine Optimization+3 services, 10% Digital Strategy, 10% Other Digital Marketing, 10% Social Media Marketing",Clutch.co,Unreachable,https://www.marketingignite.com,Marketing,"Content Marketing,Digital Marketing,PPC,Social Media Marketing"
cohort.digital,https://clutch.co/profile/cohortdigital-0,5.0,2.0,"Topeka, KS",United States,https://cohort.digital,,$150 - $199 / hr,2 - 9,,,"30% Advertising, 30% Media Planning & Buying, 20% Pay Per Click+2 services, 10% Social Media Marketing, 10% Video Marketing",Clutch.co,Unreachable,https://cohort.digital/contact-us/,Marketing,"Digital Marketing,PPC,Social Media Marketing"
Digital Pulse,https://clutch.co/profile/digital-pulse-0,5.0,1.0,,,https://digitalpulse.ro?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,2 - 9,,,"15% Web Design, 25% E-Commerce Development, 25% Search Engine Optimization+2 services, 20% Pay Per Click, 15% Web Development",Clutch.co,Unreachable,https://digitalpulse.ro?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development,Marketing","Web Design,E-Commerce Development,Flutter,PHP,WordPress,Digital Marketing,Full-Service Digital,PPC"
Liquid Media,https://clutch.co/profile/liquid-media,5.0,1.0,"Oklahoma City, OK",United States,https://liquid.media/,,$100 - $149 / hr,10 - 49,,,"20% Web Design, 20% Advertising, 20% Social Media Marketing+5 services, 8% Graphic Design, 8% Logo, 8% Media Planning & Buying, 8% Search Engine Optimization, 8% Video Production",Clutch.co,Unreachable,https://liquid.media/contact/,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital,Social Media Marketing"
